Preis,Wohnfläche,Zimmer,Bezirk,Ausstattungsgrad_gruppe,Beschreibung,Adresse,Preis pro qm in euro,Preis_pro_qm_angepasst,Fairness_Label
1300.0,80.0,2.0,Mitte,0,"Wohnungsswap - Cornelius-Fredericks-Straße

Zum Tausch steht eine geräumige Altbauwohnung (80qm) im ruhigen Teil vom Wedding. Die U-Bahn-Station Rehberge ist 1 Minute entfernt, von dort ist man mit der U6 überall recht flott.Mein Highlight der Wohnung ist definitiv der offene, große Wohnbereich mit angeschlossenem Balkon. Von dort kann man über die Dächer der umliegenden Häuser schauen und gerade im Sommer tolle Sonnenuntergänge genießen.Außerdem gibt es ein Schlafzimmer, ein Badezimmer einen langen Flur und eine Abstellkammer. Direkt um die Ecke befinden sich der Volkspark Rehberge und der Schillerpark.Ich suche eine Ein- oder Zweizimmerwohnung die warm maximal 900/950 Euro kosten sollte. Lage: Wedding, Moabit, Mitte, Charlottenburg, Schöneberg, Kreuzberg, Neukölln, Friedrichshain, Prenzlauer Berg, Pankow.Schreibt mir gerne, wenn ihr denkt, es könnte passen.Viele GrüßeChristianWichtigDiese Wohnung wird derzeit bei Wohnungsswap als Tauschobjekt angeboten, eignet sich also nur für diejenigen, die im Gegenzug eine eigene passende Wohnung für den Tausch haben.Es ist kostenlos, ihr Konto zu registrieren und diese bestimme Wohnung oder Hunderte andere Wohnungen bei uns zu finden.","Wedding,Berlin(13351)",16.25,18.055555555555554,Fair
1090.0,67.4,3.0,Marzahn-Hellersdorf,2,"Moderne Neubauwohnung in Hellersdorf

Objektreferenz: 10-03243-00017-1332Die im Jahr 2022/23 erbauten Wohnungen sind mit modernen Bädern, größtenteils offenen Wohnküchen, CV-Bodenbelag, Fußbodenheizung und Terrassen/Balkonen ausgestattet. Alle Häuser verfügen über einen Aufzug.In der nahe gelegenen Quartiersgarage haben Sie die Möglichkeit sich für einen PKW-Stellplatz für 65€/mtl. zu bewerben. Diese befindet sich ca. 5 Gehminuten vom Grundstück entfernt.Über den folgenden Link gelangen Sie zu einer virtuellen Wohnungsbesichtigung:  https://youtube.com/shorts/FRN3r_Q_xnQ","Brigitte-Reimann-Straße 1,Hellersdorf,Berlin(12629)",16.172106824925816,14.701915295387105,Fair
346.0,73.0,2.5,Reinickendorf,2,"TAUSCHWOHNUNG Sehr schöne 2,5 Zimmer Wohnung mit See blick

Es handelt es sich hierbei um ein Tauschangebot. (Anbieter-ID: 107620)Achtung:Wir haben hier kein Abo bitte schreibt uns eine Mail yazyagmuru.55@hotmail.deSuche eine 4 zimmer Wohnung wegen nachwuchsIn der nähe von Tegel ,Reinickendorf möglichst.Unsere befindet sich in tegel Süd sehr helle 2,5 zimmer wohnung hat einen see blick Über den tegelersee","Tegel,Berlin(13507)",4.739726027397261,4.308841843088419,Scam-Verdacht
380.0,50.0,2.0,Lichtenberg,0,"Wohnungsswap - Deutschmeisterstraße

Meine Wohnung liegt am S Bhf Frankfurter Allee. Trotz der zentralen Lage super ruhig. Park  ist direkt um die Ecke.WichtigDiese Wohnung wird derzeit bei Wohnungsswap als Tauschobjekt angeboten, eignet sich also nur für diejenigen, die im Gegenzug eine eigene passende Wohnung für den Tausch haben.Es ist kostenlos, ihr Konto zu registrieren und diese bestimme Wohnung oder Hunderte andere Wohnungen bei uns zu finden.","Lichtenberg,Berlin(10367)",7.6,8.444444444444445,Günstig
650.0,90.0,3.0,Friedrichshain-Kreuzberg,0,"Wohnungsswap - Gürtelstraße

Wir möchten unsere große und helle Wohnung zum tausch anbieten. Sie verfügt über 2 große Schlafzimmer bzw. Wohnzimmer von 24 qm, einem kleinen Schlafzimmer/Kinderzimmer von 15 qm, einem großen hellen Badezimmer mit Dusche und Badewanne, sowie großer heller Küche von ca. 12 qm.Unsere Wohnung ist im 2. OG, es ist sehr ruhig im Haus, die Nachbarn sind stets freundlich und hilfsbereit, ebenso der Vermieter, der bei jedem Problem zur Stelle ist. Zum Ostkreuz sind es ca. 8 Gehminuten und zur Frankfurter Allee 6 Gehminuten (S-Bahn, U-Bahn).Küche, Bad und ""Kinderzimmer"" sind in Richtung Osten ohne einem anderen Wohnhaus davor, mit Sicht auf einen großen Grünstreifen und Park.Unsere Aluminium-Fenster garantieren Schutz gegen Kälte und Geräusche von außen.Die Decken sind wie im Altbau üblich 2,80 cm.Kita und Schule sind nur wenige Gehminuten entfernt.Wir suchen:Nachdem wir seit ca. 10 Jahren in unseren wunderschönen Wohnung wohnen, suchen wir nach anderen Straßen und Tauben in unserem schönen Kiez.Die gesuchte Wohnung sollte ebenfalls um die 90 qm  bzw. 3 Zimmer verfügen.WichtigDiese Wohnung wird derzeit bei Wohnungsswap als Tauschobjekt angeboten, eignet sich also nur für diejenigen, die im Gegenzug eine eigene passende Wohnung für den Tausch haben.Es ist kostenlos, ihr Konto zu registrieren und diese bestimme Wohnung oder Hunderte andere Wohnungen bei uns zu finden.","Friedrichshain,Berlin(10247)",7.222222222222222,8.024691358024691,Günstig
380.0,60.0,2.0,Charlottenburg-Wilmersdorf,0,"Wohnungsswap - Jakob-Kaiser-Platz

60m2, Balkon, Ost-Seite, 5.er Stock (Gewobag)Die Wohnung hat großzügige Fenster, die Küche kann von zwei Seiten betreten werden, 1x großes Schlafzimmer und 1x Wohnbereich, welcher zu einem großen Balkon führt.Die Anbindung ist Spitzenklasse, es gibt hinter dem Haus eine Bushaltestelle, neben dem Haus eine U-Bahn welche eine Station von der Ringbahn entfernt ist. Von dort gibt es RE- und S-Bahn mit denen innerhalb von 20min den Berliner HBf erreicht.Bei sonnigem Wetter gemütlich auf dem Balkon sitzen und sitzen den Fernsehturm bewundern. Während man den Stromanschluß entweder für eine LED oder den Elektrogrill benutzen kann.Im Umkreis von 5-10 min. Fußweg gibt es einen Abenteuer- & Kletter-Park, Spielplätze, Fußball- und Basketballplätze.Die Wohnung bietet genügend Raum für bis zu 2 Personen (Tiere erlaubt).Tauschen Berlin gegen NordRhein-Westfalen (Köln). 2-3 Zimmer, min 45m2WichtigDiese Wohnung wird derzeit bei Wohnungsswap als Tauschobjekt angeboten, eignet sich also nur für diejenigen, die im Gegenzug eine eigene passende Wohnung für den Tausch haben.Es ist kostenlos, ihr Konto zu registrieren und diese bestimme Wohnung oder Hunderte andere Wohnungen bei uns zu finden.","Charlottenburg-Nord,Berlin(13627)",6.333333333333333,7.037037037037036,Scam-Verdacht
500.0,54.0,2.0,Pankow,1,"TAUSCHWOHNUNG Schöne Singlewohnung

Es handelt es sich hierbei um ein Tauschangebot. (Anbieter-ID: 37338)folgtsuche: erdgeschoss mit garten/terasse oder 1. og mit balkon in den zentralen kiezen (wedding, pberg, mitte, fhain. kein interesse an neukölln)weiteres folgt","Prenzlauer Berg,Berlin(10439)",9.25925925925926,9.25925925925926,Günstig
720.0,77.0,2.0,Pankow,0,"Wohnungsswap - Schönhauser Allee

Wir bieten unsere wunderschöne Dachgeschosswohnung zum Tausch an.Es handelt sich dabei um 2 große Zimmer, Küche mit Balkon, Bad und Flur.Die Wohnung ist hell, hervorragend geschnitten und hat ein schönes Parkett.Einziger Grund, weswegen wir perspektivisch ausziehen müssen, ist, dass sie uns mit zwei Kindern zu klein wird.Wir suchen nur im selben Kiez (Kollwitzplatz) und in den umliegenden Kiezen im Prenzlauer Berg.WichtigDiese Wohnung wird derzeit bei Wohnungsswap als Tauschobjekt angeboten, eignet sich also nur für diejenigen, die im Gegenzug eine eigene passende Wohnung für den Tausch haben.Es ist kostenlos, ihr Konto zu registrieren und diese bestimme Wohnung oder Hunderte andere Wohnungen bei uns zu finden.","Prenzlauer Berg,Berlin(10435)",9.35064935064935,10.38961038961039,Günstig
2546.0,120.0,4.0,Treptow-Köpenick,1,"OWNR: Einziehen und Wohlfühlen - Renoviert und mit Küche! Frisch saniertes Wohnjuwel mit Stil

Das Rundum-sorglos-Renovierungspaket ohne eigene Anstrengungen: Alle OWNR-Immobilien werden nach dem OWNR-Standard renoviert. Zur Innenausstattung gehört eine Einbauküche. Zudem sind die Wände weiß gestrichen und die Immobilie wird vor Übergabe gründlich gereinigt. Wir bei OWNR kümmern uns regelmäßig um Renovierungsarbeiten und binden dich gerne in diesen Prozess ein. Wir bemühen uns, Deine Wünsche zu berücksichtigen; bitte beachte, dass dies möglicherweise eine Anpassung der Leasingrate im überschaubaren Rahmen nach sich ziehen kann.-------Diese großzügige, teilsanierte 4-Zimmer-Wohnung im 2. Obergeschosseines gepflegten Mehrfamilienhauses in Berlin-Köpenick überzeugt miteiner durchdachten, lichtdurchfluteten Raumaufteilung, hochwertigsterAusstattung und einer Lage in direkter Wassernähe. Sie gilt als dieschönste Wohnung im gesamten Objekt - ideal für Familien, diemodernes Wohnen mit Naturverbundenheit verbinden möchten.","Köpenick,Berlin(12557)",21.216666666666665,21.216666666666665,Fair
1700.0,100.0,3.0,Charlottenburg-Wilmersdorf,0,"Wohnungsswap - Eschenallee

Die Wohnung befindet sich in der Villengegend Westend, also einer ruhigen Lage, die dennoch sehr gut angebunden ist. Sie verfügt über zwei Balkone und liegt im zweiten Stock eines Vierparteienhauses. Das Gebäude ist ein Altbau und wurde bis 2022 komplett saniert, wodurch es fast wie ein Neubau wirkt.Es gibt ein großes Wohnzimmer, welches an eine offene Küche angeschlossen ist und einen Balkon besitzt, zwei weitere Räume, der eine ebenfalls mit Balkon und einer Ankleide, eine kleine Kammer und ein modernes Bad mit Regendusche. Die Nachbarn sind sehr ruhig und nett.An der nächsten Ecke befinden sich ein Edeka und an der angrenzenden Reichsstraße gibt es nahezu alle Arten von Geschäften, Schulen und Cafés/Restaurants. Innerhalb von 10 Gehminuten erreicht man den Theodor-Heuss-Platz, an welchem die U2 und zahlreiche Busse fahren. Ebenfalls innerhalb von zehn Gehminuten ist auch die S-Bahn-Station Heerstraße, an der die S-Bahnen S3 und S9 sowie verschieden Busse fahren, zu erreichen. Direkt hinter der Heerstraße beginnt der Grunewald, in dem man herrlich spazieren gehen kann.Wir suchen eine mindestens 3-Zimmerwohnung mit einer maximalen Warmmiete von etwa 1400€.WichtigDiese Wohnung wird derzeit bei Wohnungsswap als Tauschobjekt angeboten, eignet sich also nur für diejenigen, die im Gegenzug eine eigene passende Wohnung für den Tausch haben.Es ist kostenlos, ihr Konto zu registrieren und diese bestimme Wohnung oder Hunderte andere Wohnungen bei uns zu finden.","Westend,Berlin(14050)",17.0,18.88888888888889,Fair
1584.0,64.4,2.0,Charlottenburg-Wilmersdorf,1,"NEUBAU Zweitbezug | 2 Zimmer | Terrasse | EBK

Herzlich Willkommen im UHL107A/UHL 112! Im Sinne einer zukunftsorientierten Stadtentwicklung verbinden die Projekte UHL 107A / UHL 112 urbane Nachverdichtung mit einer nachhaltigen Bauweise. Entdecken Sie komfortables und nachhaltiges Wohnen mitten im pulsierenden Berlin, aber dennoch ruhig gelegen.. Zentrale Lage in Berlin Charlottenburg-Wilmersdorf. zwei nachhaltige Niedrigenergiehäuser in Holzmodulbauweise mit DNGB-Zertifizierung. Neubauobjekt mit 70 Wohnungen/ 2 Häuser / 35 Wohnungen pro Haus / 5 Etagen. barrierefreie Wohnungen. Einheiten mit 1-3 Zimmern und ca. 25 m² bis ca. 65 m² Wohnfläche. Wertige Wohnungsausstattung. Balkone und Terrassen mit ca. 4,5 m² bis ca. 23 m². Feuchtemonitoring. Gebäudeautomatisierung. begrüntes Dach mit PV-Anlage (u.a. zur Versorgung des Allgemeinstroms). Mobilitätsbalkone auf jedem Obergeschoss mit Fahrradbügeln. geräumiger zwei Türen Personenaufzug. Servicestation für Fahrräder auf den Grundstücken. Schallschutz. Fernwärme. Grünflächen für die Wohngemeinschaft. Bezugsfertigkeit ab dem 01.09.2023","Uhlandstraße 107A,Wilmersdorf,Berlin(10719)",24.596273291925463,24.596273291925463,Fair
466.0,56.0,3.0,Treptow-Köpenick,0,"TAUSCHWOHNUNG 3-Raumwohnung in Schöneweide Nähe Wuhlheide

Es handelt es sich hierbei um ein Tauschangebot. (Anbieter-ID: 133513)Ich biete eine wunderschöne kleine 3-Zimmerwohnung in unmittelbarer Nähe der Wuhlheide und der Spree zu einem unschlagbaren Mietpreis von 560€ exklusive Strom. Sie liegt im 3. OG und hat Badewanne sowie selbstgebaute Küche, die Nachbarschaft ist sehr ruhig und friedlich, Supermarkt ungefähr 50m entfernt.Sie verfügt über 2 größere und 1 kleines Zimmer (bisher als Kinderzimmer, Wohnzimmer und Schlafzimmer genutzt).Tramhaltestelle (Ostendstraße) ist circa 3 Gehminuten entfernt, außerdem Schule und Kitas in Laufnähe.Ich suche ab sofort mit meiner Tochter eine Wohnung in einem anderen Stadtteil (flexibel), die Größe und Aufteilung der jetzigen Wohnung ist allerdings perfekt. Wichtig ist eine sehr gute Anbindung an die BVG. Ich suche eine 2-3-Raumwohnung, ab circa 45m2.Unsere Vermieter sind die DEGEWO, dh. ein Tausch muss mit einer weiteren städtischen Wohnungsbaugesellschaft erfolgen.","Oberschöneweide,Berlin(12459)",8.321428571428571,9.246031746031745,Günstig
880.0,43.0,1.0,Tempelhof-Schöneberg,1,"Vollmöbliertes Appartement mit Traumblick - 14. Juli bis 30. November 2025 ideal für Studenten

Objektbeschreibung
Vollausgestattetes Appartement auf Zeit zu vermieten wegen Auslandsaufenthalt, idealerweise an Studentin.Im Mietpreis sind die Nebenkosten und Kosten für Elektro enthalten.Es werden keine Provisionen fällig.

Raumaufteilung
1 großer Wohnraum, Küche, bad und Flur","Kurfürstenstraße 114,Schöneberg,Berlin(10787)",20.46511627906977,20.46511627906977,Fair
584.0,20.4,1.0,Pankow,1,"Möbliertes Apartment im grünen Berlin-Pankow

In einem architektonisch anspruchsvollen Neubau, inspiriert von der klassischen Industriearchitektur des 20. Jahrhunderts, entstehen moderne Apartments und flexible Gewerbeflächen. Die kompakt durchdachte Grundrissgestaltung und hochwertige Ausstattung erfüllen höchste Ansprüche.Die Apartments verfügen über neuwertige Einbauküchen inkl. Elektrogeräten, sowie einer vollständigen Möblierung. Einige der Apartments sind zudem mit einem Balkon ausgestattet. Dank einer Nebenkostenpauschale gibt es keine Nachzahlung am Ende des Jahres und es sind alle Kosten für Strom, Wasser, Heizung und Internet inklusive.","Karower Damm 9,Blankenburg,Berlin(13129)",28.627450980392158,28.627450980392158,Zu teuer
250.0,33.0,1.0,Friedrichshain-Kreuzberg,1,"TAUSCHWOHNUNG grüne, ruhige 1-Zimmer Wohnung in Kreuzberg, Balkon!

Es handelt es sich hierbei um ein Tauschangebot. (Anbieter-ID: 20911)Charmante 1-Zimmer Wohnung ""GRÜNE OASE"" in Kreuzberg SO36 bei der Markthalle Neun, Görlitzer Park, Bethanien. Situiert in einer ruhigen Wohngegend am Lausitzer Platz mit vielen schönen Restaurants und Bars. (+Pingpongplatten, Basketballfeld usw.) An U1/U3 Görlitzer Bahnhof, U8 Kottbusser Tor, 140, M29 Bus. Mit 3m2 Balkon, weissen Dielen, Küche, Grünblick von beiden Seiten, völlige Ruhelage, niedrige Miete, schnelles Internet...nette und ruhige Nachbarn, tolle Gegend. Sonnig! Mietvertrag unbefristet.320 Eur warm mit Heizung, Wasser und BK! Guter Zustand, frisch renoviert, gut isoliert, Waschmaschine, Kühlschrank, Dusche, WC, Abstellraum (im Vorzimmer). Lackierte Holzplatten im Wohnzimmer, Fliesen im Bad, Holzlaminat in der Küche. Die Räume sind eigentlich größer als auf den Fotos wirken, hatte nur kein passendes Objektiv zur Hand. Es gibt viel Stauraum in den vier Laden vom Bett, in drei Kästen in der Küche, in der Abstellkammer, im Kasten im Vorzimmer, in den zwei Regalen und im Schrank im Wohnzimmer - ein Stauraumwunder! Dazu gibts noch einen Keller.Suche größere Wohnung 2-3 Zimmer im südlichen Kreuzberg, Schöneberg, Friedenau mit Balkon, Ruhe, Sonne und einem günstigen Mietpreis nach dem Mietspiegel.","Kreuzberg,Berlin(10997)",7.575757575757576,7.575757575757576,Günstig
790.0,63.0,2.0,Friedrichshain-Kreuzberg,0,"TAUSCHWOHNUNG Schöne 2 Zimmer Altbauwohnung im Wrangelkiez

Es handelt es sich hierbei um ein Tauschangebot. (Anbieter-ID: 310608)Schöne und gut erhaltene Altbauwohnung im Wrangelkiez nahe der Markthalle 9. Die Wohnung ist insgesamt 63qm groß und hat zwei Zimmer. Das Wohnzimmer sind ca 24qm, die Küche ca 14qm, das Schlafzimmer ca 12qm. Die Wohnung verfügt über einen Kellerraum.Ich suche nach einer 3-4 Zimmer Wohnung in den üblichen Stadtteilen (Kreuzberg, Neukölln, bevorzugt Schillerkiez).","Kreuzberg,Berlin(10997)",12.53968253968254,13.932980599647266,Fair
2310.0,56.0,2.0,Mitte,0,"FORMI - 2 rooms apartment in Prenzlauer Berg (Berlin)

Experience the ultimate in style and comfort in our charming mountain-themed apartment, located in the trendy neighborhood of Prenzlauer Berg in Berlin. With 56 square meters of living space, our apartment is perfect for couples or solo travelers looking for a stylish and comfortable stay in the heart of the city.Our apartment features a spacious and cozy bedroom with a comfortable queen-size bed and a dedicated workstation, perfect for working remotely or catching up on emails. The living room is equipped with a comfortable sofa bed, providing additional sleeping space for up to two guests. Hardwood floors and charming mountain-themed decor add a touch of elegance and style to your stay.Indulge in the convenience of a fully equipped kitchen, perfect for preparing delicious meals at home. And with a comfortable dining table in the living room, you can enjoy your meals in style.Unwind and relax in the comfort of a modern bathroom with a bathtub, providing you with the perfect place to relax after a long day of sightseeing or work. Fully furnished, this apartment comes with everything you need, including bedding and linens.Located in the vibrant neighborhood of Prenzlauer Berg, you'll be just steps away from some of the city's best cafes, restaurants, and cultural attractions. Explore the local farmer's market, take a stroll through the charming streets, or visit one of the many world-class museums or art galleries in the area.*Please note that the elevator stops at before the floor so it is necessary to walk half a floor.","Templinerstr 15,Mitte,Berlin(10119)",41.25,45.833333333333336,Zu teuer
750.0,25.0,1.0,Treptow-Köpenick,2,"""The Bloom Homes"" - moderne vollmöblierte 1-Zi. Apartments an der Spree - Möbliertes Wohnen auf Zeit

Nicht gefunden","Steffelbauerstraße,Oberschöneweide,Berlin(12459)",30.0,27.27272727272727,Zu teuer
5800.0,122.0,2.0,Mitte,2,"STADTFLUCHT: Loft der Extraklasse mit hochwertiger Ausstattung

Diese einzigartige Penthouse-Loft erstreckt sich über ca. 121 m² verteilt auf zwei Zimmer und eine sich angrenzende Dachterrasse. Bequem über einen Aufzug zu erreichen befindet sich die erst kürzlich fertiggestellte Einheit in einem geschichtsträchtigen Denkmalschutz. Unter der Konzeption von STADTFLUCHT wird die Geschichte bewusst in die Gegenwart übersetzt und durch konsequent zukunftsweisendes und weitestgehend nachhaltiges Interieur geprägt. Auf der gesamten Wohnfläche ist hochwertiger Designboden aus Sichtestrich verarbeitet worden, der den Loftcharakter der Einheit optimal untermauert. Das nachhaltige Interieur gepaart mit Designfundstücken aus Skandinavien und zeitgenössischen Kunstwerken avanciert die Wohnung zu einem unvergleichbaren Schmuckstück. Besonders hervorzuheben ist hierbei, dass die Kunstwerke regelmäßig neu kuratiert werden. Unter der Verwendung von hochwertigen Materialien überzeugen die Bäder mit höchstem Komfort. Tiefgrüne Wandbaren und eine ebenerdige Walk-in Rainshower mit tollen Ausblicken, lassen keine Wünsche offen. Der Wohnbereich besticht mit einer maßangefertigten und voll ausgestatteten Einbauküche, die sich je nach Belieben verdecken lässt. Großflächige Fensterfronten mit weiten Ausblicken über Berlin schaffen in der gesamten Wohnung eine faszinierende Atmosphäre. Komplettiert wird das Angebot mit einer großzügigen Dachterrasse.Ausstattung:.Voll möbliert.Bodenbelag aus Sichtestrich.Deckenhöhe ca. 4,11 m.luxuriöse Ausstattung mit zeitgenössischenKunstwerken.skandinavische Designstücke.Maßangefertigte Einbauküche mit BORA Einbauten.Wasserfiltersystem von Quooker.Edles Duschbad mit Walk-in-Rainshower.Erstklassiges Gäste-WC.Dachterrasse mit Weitblick über Berlin.Penthouse Aufbau aus Holzkonstruktion.Fußbodenheizung.Aufzug.Kellerabteil","Lindower Straße 18,Wedding,Berlin(13347)",47.540983606557376,43.21907600596125,Zu teuer
700.0,90.0,2.0,Pankow,1,"TAUSCHWOHNUNG 2 Zi Wohnung/Gewobag m. Wohnküche + Südblk gg. kleinere Whg

Es handelt es sich hierbei um ein Tauschangebot. (Anbieter-ID: 92163)Schöne 89m2 Altbauwohnung am Helmholtzkiez, 2 Zimmer, große Wohnküche mit Südbalkon, alte Dielen, Bad mit Wanne.Tausch über Gewobag.Ich suche eine kleinere und günstigere Wohnung in PB oder Mitte, 55m2 minimum mit Balkon, da ich oft beruflich unterwegs bin.","Prenzlauer Berg,Berlin(10437)",7.777777777777778,7.777777777777778,Günstig
430.0,65.0,3.0,Lichtenberg,1,"Wohnungsswap - Schulze-Boysen-Straße

Wir möchten arbeitsbedingt unsere schöne und günstige Wohnung gegen eine andere, ab 65m² in Berlin tauschen.Diese sollte möglichst in westlicher Berliner Lage befinden.Unsere Wohnung liegt im 4. OG hat einen Keller und Balkon (in den Hof). Befindet sich in kleiner Seitenstraße, unweit von Frankfurter/Magdalenen Str. und Nöldnerplatz.Sehr gute Verkehrsanbindung und viele Einkaufsmöglichkeiten.Privater Parkplatz, direkt vor der Haustür kann ebenfalls übernommen werden.Derzeitige Miete beträgt 640 Eur warm kann jedoch von der Hausverwaltung erhöht werden. Darauf habe ich leider keinen Einfluss.WichtigDiese Wohnung wird derzeit bei Wohnungsswap als Tauschobjekt angeboten, eignet sich also nur für diejenigen, die im Gegenzug eine eigene passende Wohnung für den Tausch haben.Es ist kostenlos, ihr Konto zu registrieren und diese bestimme Wohnung oder Hunderte andere Wohnungen bei uns zu finden.","Lichtenberg,Berlin(10365)",6.615384615384615,6.615384615384615,Scam-Verdacht
1090.0,36.2,1.0,Friedrichshain-Kreuzberg,1,"Beautiful single apartment in Friedrichshain close S-Bahn Ring

Diese hübsche Ein-Zimmer-Wohnung liegt in einem gepflegten Altbau ruhig am Comeniusplatz, aber unweit der belebten Warschauer Straße. Sie ist vollständig ausgestattet mit abgetrennter Schlafecke samt französischem Bett, einen Sitzbereich sowie einer kleinen abgetrennten Küche. Im großen Bad gibt es neben der Badewanne auch eine Waschmaschine. Einmal pro Monat findet eine Reinigung statt./ This pretty apartment is located in a neat old building on quiet Comeniusplatz, but not far from the bustling Warschauer Straße. It is fully equipped, has a separate sleeping area including queen-size bed, a seating area and a small separate kitchen. In the large bathroom, there is a bathtub and a washing machine. There will be a cleaning once a month.Nächste Haltestelle / Next station: U-Bahn und S-Bahn Warschauer StraßeZu beachten: / Please note:Maximal 1 Person / Maximum 1 personMietpreis versteht sich zzgl. Strom / the rent is calculated without electricity. Die Anmeldung der Stromversorgung erfolgt durch den Mieter / the tenant is to register with an electricity provider.Mindestmietdauer 3 Monate. / Minimum rental period 3 months.Diese Wohnung ist nur für Nichtraucher. / This flat is only for non-smokers.Haustiere sind nicht erlaubt. / No pets allowed.Kein Kellerabteil verfügbar. / No cellar compartment available.","Am Comeniusplatz 4,Friedrichshain,Berlin(10243)",30.11049723756906,30.11049723756906,Zu teuer
440.0,76.0,3.0,Pankow,1,"Wohnungsswap - Schieritzstraße

Unsere Wohnung befindet sich in einem Altbau in der 3. Etage ohne Aufzug. Sie verfügt über 3 Zimmer, einen Balkon, eine Küche und ein Badezimmer mit Badewanne und Fenster. Die Nachbarn sind super nett und die Vermieterin ist die Gewobag. Hätten wir ein Zimmer mehr, würden wir auf jeden Fall gerne hier wohnen bleiben :)WichtigDiese Wohnung wird derzeit bei Wohnungsswap als Tauschobjekt angeboten, eignet sich also nur für diejenigen, die im Gegenzug eine eigene passende Wohnung für den Tausch haben.Es ist kostenlos, ihr Konto zu registrieren und diese bestimme Wohnung oder Hunderte andere Wohnungen bei uns zu finden.","Prenzlauer Berg,Berlin(10409)",5.7894736842105265,5.7894736842105265,Scam-Verdacht
475.0,64.0,2.0,Neukölln,1,"TAUSCHWOHNUNG 2 Zimmer nahe Maybachufer gegen 3 Zimmer in NK oder Xberg

Es handelt es sich hierbei um ein Tauschangebot. (Anbieter-ID: 12193)Die Wohnung ist sehr charmant und gut geschnitten. Küche und Bad gehen nach hinten raus. Die zwei ungefähr gleich großen Zimmer gehen nach vorne raus. (Keine Hauptstraße, relativ ruhig) Eine Straßenecke weiter ist der Kanal und zwei mal in der Woche Markt. Obwohl die Wohnung im ersten Stock liegt, ist sie recht hell. Beide Zimmer haben abgezogene Dielen. In der Küche sind sie weiß und im Flur grau lackiert. Das Badezimmer hat eine Badewanne. Auf dem Balkon kann man gemütlich zu zweit sitzen.Wir sind auf der Suche nach einer 3 Zimmer (mind.) Wohnung. Wir würden gerne im Kiez bleiben also nördliches Neukölln oder Kreuzberg. Wenn die Wohnung überzeugt wären wir eventuell auch für andere Gegenden offen. Ein Balkon oder gerne auch ein Garten wäre uns wichtig.","Neukölln,Berlin(12047)",7.421875,7.421875,Günstig
1781.0,79.0,2.0,Steglitz-Zehlendorf,1,"Wohnung in Berlin

Das denkmalgeschützte Bauensemble des ehemaligen Telefunkenwerks im grünen Südwesten Berlins ist ein herausragendes Beispiel klassisch-moderner Industriearchitektur des letzten Jahrhunderts. Die klar gestaltete Anlage mit ihrem markanten Uhrenturm und den puristisch gestalteten Fassaden mit großen Fensterfronten hat sich bis heute ihre zeitlose Ästhetik bewahrt.In den letzten Jahren wurden die historischen Werksanlagen in moderne Wohnungen mit Loft-Charakter umgewandelt. Dabei wurden nicht nur heutige energetische Standards berücksichtigt, sondern auch barrierefreie Zugänge und offene Raumkonzepte geschaffen.Die 1-5 Zimmer Wohnungen bieten durchdachte Grundrisse und werden mit Wohnflächen von 28-198 Quadratmeter unterschiedlichen Platzbedürfnissen und Ansprüchen gerecht.Lichte 3,5 Meter hohe Decken sorgen zusammen mit bodentiefen Fensterfronten für ein weitläufiges und helles Raumgefühl. Hochwertige Parkettböden und Fußbodenheizungen schaffen eine angenehme Wohnatmosphäre und ein optimales Raumklima.Die offenen Wohn- und Essbereiche sind jeweils mit einer modernen Einbauküche ausgestattet. In den geräumigen Bädern, teilweise mit Badewanne, setzen große Fliesen, verchromte Armaturen und Deckenspots stilvolle Designakzente.Jede Wohnung bietet als privaten Rückzugsort im Freien entweder eine ebenerdige Terrasse, einen geräumigen Balkon oder französische Balkone, die jeweils den Blick in die Grünanlagen freigeben.Die Treppenhäuser sind hell und funktional gestaltet und jeweils mit Fahrstühlen ausgestattet. Zudem stehen Tiefgaragen- sowie Außenstellplätze zur Verfügung.Diese großzügige 2-Zimmerwohnung erstreckt sich über ca. 79 m² und bietet viel Platz zum Wohlfühlen. Besonders hervorzuheben ist der direkte Zugang von der Wohnung zu einer kleinen, gemütlichen Terrasse.","Lichterfelde,Berlin(14167)",22.544303797468356,22.544303797468356,Fair
